time,temperature,humidity
09:58:21,28.5,28.2
09:58:31,28.5,28.3
09:58:41,28.5,28.5
09:58:51,28.5,28.5
09:59:01,28.5,28.4
09:59:11,28.5,28.2
09:58:21,28.5,28.6
09:58:31,28.5,28.5
09:58:41,28.5,28.5
09:58:51,28.5,28.4
09:59:01,28.5,28.7
09:59:11,28.5,28.8
09:58:21,28.5,28.8
09:58:31,28.5,28.6
09:58:41,28.5,28.7
09:58:51,28.5,28.8
09:59:01,28.5,28.7
09:59:11,28.5,28.4
09:58:16,28.6,27.5
09:58:26,28.6,27.6
09:58:36,28.6,27.6
09:58:46,28.6,27.3
09:58:56,28.6,27.3
09:59:06,28.6,27.4
