time,temperature,humidity
01:32:34,28.6,28.4
01:33:05,28.6,28.3
01:33:15,28.7,28.5
01:33:25,28.7,28.5
01:33:35,28.6,28.4
01:33:48,28.6,28.5
01:33:55,28.7,28.5
01:34:08,28.7,28.5
01:34:16,28.7,28.5
01:34:28,28.7,28.5
01:34:35,28.6,28.6
01:34:48,28.6,28.7
01:34:55,28.7,28.6
01:35:05,28.7,28.5
01:35:15,28.7,28.6
01:35:28,28.7,28.7
01:35:37,28.7,28.7
01:35:47,28.7,28.7
01:36:00,28.7,28.6
01:36:10,28.7,28.6
01:36:17,28.6,28.6
01:36:27,28.7,28.8
01:36:40,28.7,28.6
01:36:50,28.7,28.6
01:37:00,28.7,28.7
01:37:07,28.7,28.8
01:37:17,28.7,28.6
01:37:30,28.7,28.7
01:38:04,28.7,28.8
01:38:17,28.7,28.8
01:38:27,28.7,28.9
01:38:34,28.7,29.0
01:38:44,28.7,28.8
01:38:54,28.7,28.8
01:39:04,28.6,28.7
01:39:17,28.7,28.8
01:39:24,28.7,28.9
01:39:34,28.7,29.0
01:39:44,28.7,28.8
01:39:54,28.7,28.8
01:40:04,28.6,28.8
01:40:17,28.7,28.9
01:40:24,28.7,28.9
01:40:34,28.7,28.8
01:40:44,28.7,28.9
01:40:54,28.6,28.8
01:41:04,28.7,28.9
01:41:14,28.6,28.9
01:41:27,28.7,28.9
01:41:34,28.7,28.8
01:41:44,28.7,28.9
01:41:57,28.7,29.0
01:42:05,28.7,29.1
01:42:15,28.7,29.1
01:42:28,28.7,29.0
01:43:09,28.7,29.0
01:43:19,28.7,29.0
01:43:29,28.6,29.0
01:43:39,28.7,29.1
01:43:49,28.6,29.1
01:43:59,28.7,29.1
01:44:09,28.7,29.1
01:44:22,28.7,29.1
01:44:29,28.7,29.1
01:44:39,28.7,29.0
01:44:49,28.7,29.0
01:44:59,28.7,29.1
01:45:09,28.7,29.1
01:45:19,28.6,29.2
01:45:29,28.7,29.2
01:45:39,28.7,29.2
01:45:52,28.7,29.3
01:46:02,28.7,29.3
01:46:12,28.7,29.4
01:46:19,28.7,29.2
01:46:39,28.7,29.0
01:46:49,28.7,29.0
01:47:02,28.7,28.8
01:47:10,28.7,28.9
01:47:20,28.7,29.0
01:47:32,28.7,29.0
