time,temperature,humidity
01:32:34,28.6,38.5
01:33:04,28.6,34.1
01:33:09,28.6,33.5
01:33:14,28.6,33.3
01:33:19,28.6,33.4
01:33:25,28.6,34.0
01:33:30,28.6,33.9
01:33:35,28.6,33.9
01:33:40,28.6,33.8
01:33:45,28.6,33.8
01:33:50,28.6,33.7
01:33:55,28.6,34.0
01:34:00,28.6,34.2
01:34:05,28.6,34.2
01:34:10,28.6,34.2
01:34:15,28.6,34.0
01:34:20,28.6,33.9
01:34:25,28.6,33.9
01:34:30,28.6,33.8
01:34:35,28.7,33.7
01:34:40,28.6,33.7
01:34:45,28.7,33.9
01:34:50,28.7,33.8
01:34:55,28.7,33.9
01:35:00,28.7,33.8
01:35:05,28.7,34.1
01:35:10,28.7,34.2
01:35:15,28.7,34.3
01:35:20,28.6,34.4
01:35:25,28.7,34.2
01:35:30,28.7,34.3
01:35:37,28.7,34.3
01:35:40,28.7,34.2
01:35:46,28.7,34.2
01:35:51,28.7,34.0
01:35:56,28.7,33.8
01:36:01,28.7,33.5
01:36:06,28.7,33.5
01:36:11,28.7,33.5
01:36:16,28.7,33.6
01:36:21,28.7,33.8
01:36:26,28.7,34.4
01:36:31,28.7,33.9
01:36:36,28.7,33.9
01:36:41,28.7,33.9
01:36:46,28.7,34.1
01:36:51,28.7,34.1
01:36:56,28.7,34.2
01:37:01,28.7,33.7
01:37:06,28.7,33.5
01:37:11,28.7,33.5
01:37:16,28.7,33.8
01:37:21,28.7,34.3
01:37:26,28.7,34.2
01:37:31,28.6,34.0
01:38:04,28.7,33.6
01:38:09,28.6,34.4
01:38:14,28.6,34.4
01:38:19,28.6,34.4
01:38:24,28.6,34.4
01:38:29,28.7,34.4
01:38:34,28.6,34.2
01:38:39,28.7,34.3
01:38:44,28.6,34.2
01:38:49,28.6,34.2
01:38:54,28.7,34.2
01:38:59,28.7,34.5
01:39:04,28.7,34.4
01:39:09,28.7,33.9
01:39:14,28.6,33.7
01:39:19,28.6,33.8
01:39:24,28.6,33.8
01:39:29,28.7,33.9
01:39:34,28.7,34.1
01:39:39,28.7,33.8
01:39:44,28.7,33.7
01:39:49,28.7,34.4
01:39:54,28.7,34.2
01:39:59,28.7,34.0
01:40:04,28.7,34.2
01:40:09,28.7,34.0
01:40:14,28.7,34.0
01:40:19,28.7,33.9
01:40:24,28.7,33.9
01:40:29,28.7,34.0
01:40:34,28.7,34.1
01:40:39,28.7,34.2
01:40:44,28.7,34.5
01:40:49,28.7,34.2
01:40:54,28.7,34.1
01:40:59,28.7,34.3
01:41:04,28.7,34.2
01:41:09,28.6,34.4
